timestamp [ns],name
2360000000,E_pressed
2674800000,CapsLock_pressed
3189800000,y_pressed
3462200000,e_pressed
4220200000,CapsLock_pressed
4560300000,T_pressed
4979300000,CapsLock_pressed
5308200000,r_pressed
5598200000,a_pressed
5899300000,c_pressed
6552300000,k_pressed
6776300000,i_pressed
6982600000,n_pressed
7374400000,g_pressed
7898200000,2_pressed
8076400000,0_pressed
8192500000,2_pressed
8521800000,5_pressed
12710700000,CapsLock_pressed
12972500000,CapsLock_pressed
13287900000,a_pressed
13601100000,CapsLock_pressed
14245900000,P_pressed
15311800000,Shift_pressed
15831300000,Shift_pressed
15864100000,Shift_pressed
15896100000,Shift_pressed
15933500000,Shift_pressed
15963900000,Shift_pressed
15995000000,Shift_pressed
16027300000,Shift_pressed
16059900000,Shift_pressed
16093600000,Shift_pressed
16127900000,Shift_pressed
16161500000,Shift_pressed
16195700000,Shift_pressed
16228700000,Shift_pressed
16264000000,Shift_pressed
16298000000,Shift_pressed
16326400000,Shift_pressed
16359100000,Shift_pressed
16392300000,Shift_pressed
16427000000,Shift_pressed
16463500000,Shift_pressed
16496200000,Shift_pressed
16529000000,Shift_pressed
16564000000,Shift_pressed
16595200000,Shift_pressed
16627100000,Shift_pressed
16658300000,Shift_pressed
16691700000,Shift_pressed
16727700000,Shift_pressed
16762100000,Shift_pressed
16769700000,$_pressed
17565800000,CapsLock_pressed
18027400000,n_pressed
18313400000,CapsLock_pressed
18669400000,F_pressed
19184000000,CapsLock_pressed
19670300000,-_pressed
20282600000,k_pressed
21346400000,c_pressed
21701700000,0_pressed
22831100000,Shift_pressed
23093300000,!_pressed
24421800000,v_pressed
24850900000,CapsLock_pressed
25143700000,L_pressed
26213800000,CapsLock_pressed
26999700000,r_pressed
27718100000,Shift_pressed
28235600000,Shift_pressed
28268300000,Shift_pressed
28302200000,Shift_pressed
28334800000,Shift_pressed
28367200000,Shift_pressed
28398400000,Shift_pressed
28432100000,Shift_pressed
28466400000,Shift_pressed
28499100000,Shift_pressed
28535400000,Shift_pressed
28567400000,Shift_pressed
28601100000,Shift_pressed
28634400000,Shift_pressed
28667900000,Shift_pressed
28698800000,Shift_pressed
28730200000,Shift_pressed
28767100000,Shift_pressed
28800800000,Shift_pressed
28831200000,Shift_pressed
28869700000,Shift_pressed
28902500000,Shift_pressed
28932500000,%_pressed
29492900000,?_pressed
