timestamp [ns],name
460357953,Shift_pressed
616757953,E_pressed
982357953,y_pressed
1387057953,e_pressed
1671957953,Shift_pressed
1843257953,T_pressed
2242957953,r_pressed
2575457953,a_pressed
3001957953,c_pressed
3393957953,k_pressed
3799457953,i_pressed
4260757953,n_pressed
4661657953,g_pressed
5244757953,2_pressed
5713457953,0_pressed
6214257953,2_pressed
6681457953,5_pressed
7324557953,Tab_pressed
7958257953,a_pressed
8379757953,Shift_pressed
8541157953,P_pressed
8942957953,Shift_pressed
9137157953,$_pressed
9644057953,n_pressed
10063957953,Shift_pressed
10218557953,F_pressed
10809157953,-_pressed
11401757953,k_pressed
11878657953,c_pressed
12433057953,0_pressed
12636557953,Shift_pressed
12783057953,!_pressed
13290757953,v_pressed
13829457953,Shift_pressed
13976057953,L_pressed
14388457953,r_pressed
14649257953,Shift_pressed
14860357953,%_pressed
15229157953,?_pressed
