timestamp [ns],name
5272700000,Shift_pressed
5541800000,E_pressed
6292400000,y_pressed
6524800000,e_pressed
7257300000,Shift_pressed
7477100000,T_pressed
7825200000,r_pressed
8114500000,a_pressed
8990800000,c_pressed
9246500000,k_pressed
9476800000,i_pressed
9741600000,n_pressed
10072800000,g_pressed
11119100000,2_pressed
11553700000,0_pressed
11738200000,2_pressed
12327700000,5_pressed
17092800000,a_pressed
17885400000,Shift_pressed
18286300000,P_pressed
19045800000,Shift_pressed
19532400000,Shift_pressed
19565500000,Shift_pressed
19597300000,Shift_pressed
19608100000,$_pressed
21096700000,n_pressed
21386200000,Shift_pressed
21599900000,F_pressed
23221700000,-_pressed
24218000000,k_pressed
24735600000,c_pressed
25613400000,0_pressed
26122500000,Shift_pressed
26559800000,!_pressed
27664700000,v_pressed
28474500000,Shift_pressed
28700700000,L_pressed
30015000000,r_pressed
31494800000,Shift_pressed
31840900000,%_pressed
32596800000,?_pressed
