timestamp [ns],name
3735502889,Shift_pressed
3866802889,E_pressed
4187602889,y_pressed
4319702889,e_pressed
4747502889,Shift_pressed
5148102889,T_pressed
5496102889,r_pressed
5638902889,a_pressed
6134902889,c_pressed
6388402889,k_pressed
6614402889,i_pressed
6710802889,n_pressed
6854802889,g_pressed
7896702889,2_pressed
8041002889,0_pressed
8156002889,2_pressed
8724502889,5_pressed
9163802889,Tab_pressed
9937902889,a_pressed
10541902889,Shift_pressed
10605002889,P_pressed
11221402889,Shift_pressed
11338802889,$_pressed
12190502889,n_pressed
12501102889,Shift_pressed
12594702889,F_pressed
13466702889,-_pressed
14465902889,k_pressed
14728802889,c_pressed
14924802889,0_pressed
15507102889,Shift_pressed
15641002889,!_pressed
16817502889,v_pressed
17283302889,Shift_pressed
17314702889,L_pressed
18477002889,r_pressed
19304502889,Shift_pressed
19732202889,%_pressed
20331402889,?_pressed
